LAT,LON,SPEED,COURSE,HEADING,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,DWT,DATETIME,PORT,date,week_nb,ship_type,port,is_parked,LAT_lag,LON_lag,vessel_distance
54.63621,19.92242,0,156,68,BALTIYSK,LU,97,MARIEKE,3,297208,21,8327,2016-12-14T10:11:03Z,kalingrad,2016-12-14,50,Tug,Kalingrad,1,55.72043,20.80652,133134.7790387928
54.37517,18.6615,1,95,165,GDANSK,LU,140,JAMES COOK,3,297592,25,16895,2016-12-18T00:11:02Z,gdansk,2016-12-18,51,Tug,Gdańsk,1,54.37533,18.6615,17.811140866751874
57.66158,11.83507,52,22,22,CLASS B,PT,0,FROG RANA,3,299445,0,NA,2016-12-14T10:09:05Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.71275,11.95854,9296.586869041854
57.60288,11.67853,69,38,62,GOTEBORG,PT,84,LUKE,8,299816,15,3811,2016-12-20T01:09:04Z,gothenborg,2016-12-20,51,Tanker,gothenborg,0,54.79767,18.91228,545609.8002757096
57.60928,11.66926,59,28,28,GOTHENBURG,PT,178,VIONA,7,300093,28,22248,2016-12-20T01:27:05Z,gothenborg,2016-12-20,51,Cargo,gothenborg,0,57.60448,11.66448,605.6189965756002
54.66873,19.80998,30,122,140,BALTIYSK,PT,149,AKACIA,7,300096,22,13713,2016-12-16T11:41:02Z,kalingrad,2016-12-16,51,Cargo,Kalingrad,0,54.46332,18.9992,57104.57241190828
54.69598,18.99102,115,226,228,GDYNIA,PT,139,IRIS BOLTEN,7,300118,22,11051,2016-12-15T10:15:01Z,gdansk,2016-12-15,50,Cargo,Gdańsk,0,55.62799,20.80453,155117.1024984348
57.63334,11.69167,156,29,28,SEGOT,PT,138,ANNAMARIE,7,300161,21,8720,2016-12-15T06:41:05Z,gothenborg,2016-12-15,50,Cargo,gothenborg,0,57.61783,11.6745,2007.1015562949515
54.68555,20.23076,81,91,91,RUKGD,PT,121,EMILIA,7,300168,18,7131,2016-12-16T03:11:03Z,kalingrad,2016-12-16,51,Cargo,Kalingrad,0,54.68553,20.174,3652.4965839426027
59.91813,30.01789,76,111,111,ST. PETERSBURG,MT,88,KAIE,7,300784,13,4161,2016-12-18T17:03:03Z,st_petersburg,2016-12-18,51,Cargo,St. Petersburg,0,59.92081,30.00438,810.6849324899229
55.7121,20.80083,68,43,44,KLAIPEDA,MT,154,FREDERIK,7,300801,24,18457,2016-12-17T05:11:06Z,klaipeda,2016-12-17,51,Cargo,Klaipeda,0,55.19833,19.88672,81242.39256271614
54.50566,18.77121,90,40,45,GOOLE,BZ,89,BALTIYSKIY-202,7,301169,13,2803,2016-12-20T09:31:02Z,gdansk,2016-12-20,51,Cargo,Gdańsk,0,54.46891,18.71478,5481.903760287052
54.46228,18.70129,127,49,49,LEIPAJA,IT,113,MARY A,8,301374,18,8084,2016-12-17T16:53:01Z,gdansk,2016-12-17,51,Tanker,Gdańsk,0,54.4532,18.68288,1562.3454348470375
59.90569,30.07941,109,291,292,ROTTERDAM FOR ORDER,MT,182,BALTIC FROST,8,301875,27,37100,2016-12-19T09:59:03Z,st_petersburg,2016-12-19,51,Tanker,St. Petersburg,0,59.90125,30.10108,1306.745681660407
57.6461,11.70762,111,27,36,SE GOT,MT,74,B GAS CHAMPION,8,302841,14,2347,2016-12-18T19:19:05Z,gothenborg,2016-12-18,51,Tanker,gothenborg,0,57.63475,11.69837,1378.4488911191638
54.73861,18.998,105,196,202,FI SUL-PL GDN,NO,94,SOLSTRAUM,8,304547,18,6519,2016-12-20T02:49:02Z,gdansk,2016-12-20,51,Tanker,Gdańsk,0,57.60824,11.60952,557803.8946720936
57.95715,11.71138,370,27,24,TEL: 0047 916 79 652,NO,15,RESCUE BERGESEN D.Y,3,304819,4,NA,2016-12-13T15:49:05Z,gothenborg,2016-12-13,50,Tug,gothenborg,0,57.94052,11.69243,2163.4030204483693
57.67393,11.7997,126,48,48,GOTHENBURG,MT,122,BESIKTAS ICELAND,8,3049,17,7700,2016-12-13T11:35:05Z,gothenborg,2016-12-13,50,Tanker,gothenborg,0,57.66349,11.77922,1684.43024826978
57.60485,11.68306,94,18,19,G0:TEBORG PEC-48,SE,42,NORTHERN KATTEGAT,8,305383,9,510,2016-12-14T10:17:05Z,gothenborg,2016-12-14,50,Tanker,gothenborg,0,57.68316,11.87161,14218.802372161048
54.79982,18.44383,61,207,511,BALTIC SEA/DARLOWO,PL,19,DAR-10,2,3061267,5,NA,2016-12-13T22:53:07Z,gdynia,2016-12-13,50,Fishing,Gdynia,0,54.79816,18.81418,23765.98951450159
55.70835,20.81501,115,77,76,KLAIPEDA,MT,171,ANGORA,7,3062,27,30046,2016-12-15T08:33:07Z,klaipeda,2016-12-15,50,Cargo,Klaipeda,0,55.70655,20.80155,867.6593089802892
57.97871,11.74401,110,34,32,NO KAR>SE STE,NO,146,CLIPPER HARALD,8,306293,20,13712,2016-12-20T03:05:05Z,gothenborg,2016-12-20,51,Tanker,gothenborg,0,57.96892,11.72741,1465.6130322381541
59.91918,30.01302,86,292,293,OSLO,NO,104,KEGUMS,7,306484,15,4225,2016-12-13T21:33:03Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,0,59.91596,30.02845,932.6067872281455
57.67365,11.79809,130,47,49,GOTHENBURG,NO,134,EK-STAR,8,306746,20,13700,2016-12-17T08:05:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.66336,11.77758,1674.2603197576886
57.97419,11.69244,297,203,511,TERNEVIK,NO,13,RESCUE B. RASMUSSEN,3,307368,4,NA,2016-12-20T10:33:05Z,gothenborg,2016-12-20,51,Tug,gothenborg,0,57.98885,11.73763,3126.811532559856
54.69692,18.99504,150,220,222,GDYNIA-PLGDY,NO,198,STAR ISFJORD,7,307788,31,45740,2016-12-19T12:01:09Z,gdansk,2016-12-19,51,Cargo,Gdańsk,0,54.75713,18.99659,6703.295532774883
57.65933,11.76417,130,252,253,BE ANR,NO,199,HOEGH TRIDENT,7,308314,32,21423,2016-12-14T17:13:05Z,gothenborg,2016-12-14,50,Cargo,gothenborg,0,57.66784,11.78583,1600.2508453522407
55.73166,21.00007,134,100,99,LT-KLJ,NO,147,XANTHIA,8,309724,22,17031,2016-12-19T13:47:05Z,klaipeda,2016-12-19,51,Tanker,Klaipeda,0,55.73485,20.96872,1996.7893273281736
57.71556,11.95796,0,328,20,MR FISH,SE,65,POLAR,2,310529,9,0,2016-12-15T15:59:05Z,gothenborg,2016-12-15,50,Fishing,gothenborg,1,57.71579,11.95836,34.94543825739929
57.67385,11.66483,0,311,10,GRENA,SE,41,VASTFJORD II,2,310855,10,0,2016-12-14T23:47:05Z,gothenborg,2016-12-14,50,Fishing,gothenborg,1,57.67399,11.66501,18.912735421365454
54.69189,20.24599,0,333,511,CLASS B,RU,10,JOKER,9,3110501,3,NA,2016-12-15T10:35:03Z,kalingrad,2016-12-15,50,Pleasure,Kalingrad,1,54.69193,20.24598,4.499028361989448
57.61215,11.66631,97,206,204,KALININGRAD V GOTEBL,NO,83,DANUBIA,7,312793,11,2550,2016-12-20T09:31:05Z,gothenborg,2016-12-20,51,Cargo,gothenborg,0,57.65377,11.72674,5868.127410937636
59.90863,30.06415,113,112,108,ST PETERSBURG,NO,135,EKEN,8,312941,21,13700,2016-12-15T15:19:03Z,st_petersburg,2016-12-15,50,Tanker,St. Petersburg,0,59.91273,30.04425,1200.7442328726017
57.91573,11.63872,105,229,232,ESC STENUNGSUND,NO,36,BESS,3,313641,12,618,2016-12-17T16:55:05Z,gothenborg,2016-12-17,51,Tug,gothenborg,0,57.92759,11.6645,2016.4177044471812
59.8805,30.1895,60,133,132,ST PETERSBURG,NO,134,EKFORS,8,314533,20,13702,2016-12-20T03:17:03Z,st_petersburg,2016-12-20,51,Tanker,St. Petersburg,0,59.885,30.17967,743.2507169200334
54.40533,18.66537,40,296,511,GDYNIA/GDANSK,PL,55,MAJA,3,315660,25,1018,2016-12-14T10:09:01Z,gdansk,2016-12-14,50,Tug,Gdańsk,0,54.36606,18.64834,4508.761088596194
54.42708,18.65045,93,13,12,GDANSK,PL,30,TYTAN,3,315661,10,108,2016-12-19T12:59:02Z,gdansk,2016-12-19,51,Tug,Gdańsk,0,54.40533,18.66829,2682.8424553012815
54.39485,18.67397,0,151,39,GDANSK,PL,48,OCEANIA,3,315663,9,106,2016-12-17T23:53:02Z,gdansk,2016-12-17,51,Tug,Gdańsk,1,54.395,18.67381,19.65576414432178
54.39855,18.70049,78,257,262,OIL FIELDS,PL,35,ARES,3,315672,9,120,2016-12-20T00:31:02Z,gdansk,2016-12-20,51,Tug,Gdańsk,0,54.40098,18.7215,1388.1043929236916
54.40404,18.67805,32,113,511,GDANSK,PL,35,AGIS,3,315676,9,100,2016-12-19T08:45:02Z,gdansk,2016-12-19,51,Tug,Gdańsk,0,54.40693,18.66183,1099.0820846880833
54.39014,18.66879,0,227,39,GDANSK,PL,36,ARGO,3,315677,9,175,2016-12-15T00:01:01Z,gdansk,2016-12-15,50,Tug,Gdańsk,1,54.39029,18.6687,17.687611609166765
54.3878,18.66668,38,214,511,GDANSK,PL,35,AJAKS,3,315679,9,118,2016-12-20T05:43:02Z,gdansk,2016-12-20,51,Tug,Gdańsk,0,54.39446,18.67523,925.6168672557789
54.79967,18.46382,25,120,118,PLWLA,PL,61,HALICZ,8,315687,10,1000,2016-12-20T07:11:07Z,gdynia,2016-12-20,51,Tanker,Gdynia,0,54.79863,18.53098,4311.183708507788
54.3575,18.70433,0,320,511,GDANSK-HEL-GDANSK,PL,37,RUBIN,6,315695,11,81,2016-12-20T06:15:01Z,gdansk,2016-12-20,51,Passenger,Gdańsk,1,54.35761,18.70439,12.848835127487945
54.52378,18.54962,0,257,511,CLASS B,PL,16,PILOT-3,3,315703,5,NA,2016-12-17T15:19:07Z,gdynia,2016-12-17,51,Tug,Gdynia,1,54.52387,18.54965,10.204519714026697
54.53499,18.60472,85,93,511,CLASS B,PL,15,PILOT-5,3,315705,4,NA,2016-12-18T19:47:01Z,gdansk,2016-12-18,51,Tug,Gdańsk,0,54.53472,18.5624,2733.5503074721287
54.40438,18.67282,78,287,286,GDYNIA,PL,22,TUCANA,3,315719,6,NA,2016-12-14T10:55:02Z,gdansk,2016-12-14,50,Tug,Gdańsk,0,54.52044,18.5503,15157.966646887297
54.68392,19.80845,29,133,137,KALININGRAD,RU,35,ODISSEY,3,315726,9,118,2016-12-16T06:47:03Z,kalingrad,2016-12-16,51,Tug,Kalingrad,0,54.83105,19.80945,16378.58318773047
54.73298,18.99408,69,207,211,GDANSK,PL,60,PORONIEC,8,315728,9,1000,2016-12-20T08:55:02Z,gdansk,2016-12-20,51,Tanker,Gdańsk,0,54.79846,18.62115,25035.16872392793
54.52919,18.526,0,351,236,GDYNIA,PL,35,ODYS,3,315731,9,0,2016-12-17T20:51:07Z,gdynia,2016-12-17,51,Tug,Gdynia,1,54.52943,18.52593,27.09666802182676
54.36386,18.66486,73,196,205,GDANSK,PL,29,IKAR,3,315739,7,101,2016-12-16T09:05:02Z,gdansk,2016-12-16,51,Tug,Gdańsk,0,54.37982,18.66038,1800.2560883793624
54.74677,18.71972,108,143,141,GDYNIA,PL,29,WLA 108,2,315746,8,89,2016-12-20T06:01:02Z,gdansk,2016-12-20,51,Fishing,Gdańsk,0,54.75691,18.70708,1390.5308763646294
54.75195,18.63059,61,312,511,KEEP CLEAR 0.3NM CPA,PL,26,LEB-7,2,315753,6,NA,2016-12-19T12:59:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.74087,18.659300000000002,2219.0741714726223
54.35652,18.67622,0,0,314,GDANSK,PL,77,INZ. ST. LEGOWSKI,3,315755,12,3002,2016-12-14T10:09:01Z,gdansk,2016-12-14,50,Tug,Gdańsk,1,54.77827,18.53787,47790.508697876016
54.6465,19.83599,109,69,75,KGD-RU,PL,38,AGAT,6,315775,12,83,2016-12-17T12:27:03Z,kalingrad,2016-12-17,51,Passenger,Kalingrad,0,54.5514,18.99818,55054.93868978321
54.79767,18.85563,91,182,182,HEL,PL,26,HEL-111,2,315804,7,69,2016-12-19T03:45:01Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.79856,18.73015,8052.813726777995
54.79933,18.65145,95,140,145,TRAWL,PL,25,HEL 112,2,315805,7,68,2016-12-16T12:09:02Z,gdansk,2016-12-16,51,Fishing,Gdańsk,0,54.79729,18.80079,9585.97298652687
54.419,18.76442,51,49,45,GDANSK,PL,58,SM PRC 112,3,315812,9,1069,2016-12-13T11:31:02Z,gdansk,2016-12-13,50,Tug,Gdańsk,0,54.4085,18.74618,1662.0386525501162
54.3717,18.66387,60,168,167,GDANSK,PL,59,SM PRC 105,3,315816,9,1084,2016-12-15T16:17:02Z,gdansk,2016-12-15,50,Tug,Gdańsk,0,54.38186,18.66007,1157.53351745725
54.4463,18.80798,73,228,226,GDANSK,PL,58,SM PRC 108,3,315820,9,1084,2016-12-16T21:09:02Z,gdansk,2016-12-16,51,Tug,Gdańsk,0,54.45215,18.81922,976.3908293703781
54.39933,18.67995,55,200,206,GDANSK,PL,58,SMPRC110,3,315824,9,1068,2016-12-13T22:23:02Z,gdansk,2016-12-13,50,Tug,Gdańsk,0,54.40457,18.66957,890.3146569893266
54.79544,18.42675,43,272,511,CLASS B,PL,15,KOL-48,3,315864,6,NA,2016-12-13T12:51:07Z,gdynia,2016-12-13,50,Tug,Gdynia,0,54.79836,18.43598,675.6482245323612
54.40378,18.67478,41,113,111,GDANSK,PL,30,TAURUS,3,315869,10,125,2016-12-20T05:43:02Z,gdansk,2016-12-20,51,Tug,Gdańsk,0,54.4236,18.65058,2706.5877070290126
54.54381,18.6805,95,80,89,SEA TRIAL,PL,42,KAPER-2 SG-312,2,315877,8,66,2016-12-20T11:07:03Z,gdansk,2016-12-20,51,Fishing,Gdańsk,0,54.54259,18.65607,1583.4092998496383
54.79652,18.4319,76,80,64,WLA-WO 00000,PL,25,WLA-307,2,315887,7,68,2016-12-14T19:19:07Z,gdynia,2016-12-14,50,Fishing,Gdynia,0,54.79653,18.41913,819.4995332507543
54.79605,18.42918,69,245,251,WLADYSLAWOWO,PL,25,WLA-209 BLANKA,2,315889,8,43,2016-12-16T16:05:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79887,18.43543,509.32219885840766
54.36809,18.78008,0,180,511,CLASS B,PL,15,WIATR,3,315892,4,NA,2016-12-20T09:31:02Z,gdansk,2016-12-20,51,Tug,Gdańsk,1,54.39991,18.84552,5526.665660115499
54.54118,18.98796,94,292,290,HEL,PL,26,HEL-150,2,315901,8,124,2016-12-19T16:07:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.43809,18.99997,11502.185449257202
54.79923,18.95095,77,194,511,HEL,PL,17,HEL 23,2,315903,5,NA,2016-12-17T04:31:02Z,gdansk,2016-12-17,51,Fishing,Gdańsk,0,54.79855,18.87031,5175.221720888855
54.70285,18.71236,85,306,511,NA,PL,21,WLA 253,2,315907,6,NA,2016-12-13T14:45:02Z,gdansk,2016-12-13,50,Fishing,Gdańsk,0,54.69599,18.72768,1246.7477197170983
54.79861,18.46391,63,150,511,FISHING,PL,21,WLA-13O,2,315909,5,NA,2016-12-17T16:39:07Z,gdynia,2016-12-17,51,Fishing,Gdynia,0,54.79633,18.41696,3023.558692400406
54.79989,18.4425,90,69,511,WLADYSLAWOWO,PL,21,WLA 116,2,315912,5,NA,2016-12-20T04:07:06Z,gdynia,2016-12-20,51,Fishing,Gdynia,0,54.79826,18.43361,598.6308835515281
54.79999,18.44629,74,240,511,NA,PL,25,WLA-254,2,315924,6,NA,2016-12-17T16:09:07Z,gdynia,2016-12-17,51,Fishing,Gdynia,0,54.79649,18.42639,1335.1181520478644
54.58678,18.99541,92,268,511,OA8,PL,18,JAS 102,2,315927,5,NA,2016-12-17T15:45:01Z,gdansk,2016-12-17,51,Fishing,Gdańsk,0,54.56517,18.99999,2423.700598897148
54.48427,18.93163,28,153,511,GDANSK,PL,18,JAS-74,2,315929,6,NA,2016-12-19T07:21:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.69625,18.67479,28832.034951064314
54.56546,18.99991,27,307,511,BALTIC SEA,PL,19,JAS 78,2,315930,6,NA,2016-12-19T13:29:01Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.4543,18.99326,12381.75121496055
54.79816,18.42727,83,338,511,WLADYSLAWOWO,PL,17,NEPTUN W,3,315932,4,NA,2016-12-16T05:55:08Z,gdynia,2016-12-16,51,Tug,Gdynia,0,54.79548,18.41867,627.3655573208952
54.79936,18.4416,89,34,511,WLADYSLAWOWO,PL,26,WLA-295,2,315941,6,68,2016-12-14T20:49:07Z,gdynia,2016-12-14,50,Fishing,Gdynia,0,54.79669,18.43465,535.9568409134934
54.79984,18.71746,31,207,511,WLADYSLAWOWO,PL,25,WLA-305,2,315946,6,69,2016-12-19T07:33:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.79918,18.44281,17624.160562465877
54.79883,18.43298,90,33,511,WLADYSLAWOWO,PL,26,WLA310,2,315948,6,126,2016-12-19T20:45:07Z,gdynia,2016-12-19,51,Fishing,Gdynia,0,54.79611,18.42464,614.9120029508745
54.79646,18.41907,34,233,511,"KEEP CLEAR 0,5NM",PL,24,WLA-311,2,315950,6,126,2016-12-18T03:23:07Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.79657,18.43504,1024.9281784367815
54.79964,18.44099,91,155,511,WLADYSLAWOWO,PL,26,WLA-312,2,315951,6,126,2016-12-16T12:57:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79628,18.42995,801.1286484027446
54.41359,18.99597,87,240,511,BHA,PL,21,GDA-20,2,315959,6,NA,2016-12-16T19:01:01Z,gdansk,2016-12-16,51,Fishing,Gdańsk,0,54.67441,18.99993,29035.512035643915
54.79977,18.83827,31,151,511,SEA TRIAL,PL,25,GDA-18,2,315960,7,NA,2016-12-15T13:23:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.79884,18.76773,4527.688504689181
54.64897,18.9963,88,235,511,NA,PL,19,JAS-64,2,315968,6,NA,2016-12-17T15:37:02Z,gdansk,2016-12-17,51,Fishing,Gdańsk,0,54.51767,18.99464,14616.659776161969
54.57128,18.99571,85,278,278,WLADYSLAWOWO,PL,27,WLA-291,2,315971,8,58,2016-12-19T17:19:01Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.79381,18.75323,29277.193355079085
54.64479,18.99526,91,238,511,NA,PL,19,JAS-80,2,315979,6,NA,2016-12-15T15:21:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.69943,18.99941,6088.3680975202615
54.52152,18.54946,1,273,266,GDANSK,PL,29,WLA-184 HELOT,2,315983,8,89,2016-12-20T09:31:07Z,gdynia,2016-12-20,51,Fishing,Gdynia,1,54.52193,18.5509,103.629405577073
54.58949,18.81434,84,54,54,NA,PL,19,JAS 77,2,315986,5,NA,2016-12-20T04:05:02Z,gdansk,2016-12-20,51,Fishing,Gdańsk,0,54.69597,18.67434,14894.084543475223
54.79908,18.98393,82,208,511,GDANSK,PL,19,JAS 31,2,315998,6,NA,2016-12-17T15:37:02Z,gdansk,2016-12-17,51,Fishing,Gdańsk,0,54.79669,18.92915,3525.3732725253367
54.79939,18.81003,94,223,221,HEL,PL,27,HEL-152,2,316004,8,126,2016-12-19T05:51:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.79922,18.70689,6618.451752536396
54.79729,18.44796,87,66,511,WLADYSLAWOWO,PL,21,WLA-22,2,316006,6,NA,2016-12-18T04:15:07Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.79597,18.43716,708.4803829663625
54.7866,18.47771,81,298,511,WLADYSLAWOWO,PL,20,WLA 51,2,316016,5,NA,2016-12-13T18:53:07Z,gdynia,2016-12-13,50,Fishing,Gdynia,0,54.78111,18.49622,1336.1828523381112
54.79933,18.45274,92,243,511,FISHING,PL,24,WLA-217,2,316038,6,55,2016-12-13T14:59:07Z,gdynia,2016-12-13,50,Fishing,Gdynia,0,54.79586,18.89992,28699.008629809065
54.79701,18.41978,53,47,511,WLADEK,PL,23,WLA-6,2,316042,6,NA,2016-12-20T04:19:07Z,gdynia,2016-12-20,51,Fishing,Gdynia,0,54.79902,18.43411,946.4063869251094
54.79802,18.77056,31,144,511,NA,PL,19,WLA-197,2,316044,6,NA,2016-12-15T12:23:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.79743,18.42825,21966.74035968084
54.69555,18.67388,0,341,511,HEL,PL,18,JAS 39,2,316046,5,NA,2016-12-19T04:23:02Z,gdansk,2016-12-19,51,Fishing,Gdańsk,1,54.60051,18.80351,13477.554259334864
54.56837,18.99592,74,278,276,NA,PL,18,JAS-12,2,316049,6,NA,2016-12-15T15:11:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.63068,18.99728,6936.88058409679
54.50483,18.98656,84,305,511,NA,PL,17,JAS 51,2,316050,5,NA,2016-12-19T12:47:01Z,gdansk,2016-12-19,51,Fishing,Gdańsk,0,54.42486,18.99862,8936.36049415505
54.43705,18.76387,172,248,511,CLASS B,PL,15,PILOT 20,3,316051,4,NA,2016-12-16T12:57:02Z,gdansk,2016-12-16,51,Tug,Gdańsk,0,54.45253,18.83314,4803.642189270204
54.41284,18.77338,55,277,511,CLASS B,PL,12,PILOT21,3,316052,4,NA,2016-12-15T22:21:02Z,gdansk,2016-12-15,50,Tug,Gdańsk,0,54.41735,18.65637,7596.266027004037
54.68947,18.77327,92,311,316,BALTIC-SEA,PL,26,HEL-103,2,316056,8,68,2016-12-16T05:59:02Z,gdansk,2016-12-16,51,Fishing,Gdańsk,0,54.79896,18.58353,17239.58081950002
54.79534,18.70248,94,153,156,SEA TRIALS,PL,25,HEL-102,2,316061,7,68,2016-12-16T20:23:02Z,gdansk,2016-12-16,51,Fishing,Gdańsk,0,54.79677,18.76717,4154.4988506453
54.36809,18.77848,0,110,511,CLASS B,PL,12,LE VOYAGEUR,9,316076,4,NA,2016-12-19T22:45:01Z,gdansk,2016-12-19,51,Pleasure,Gdańsk,1,54.36806,18.77865,11.519568925290507
54.79985,18.44069,77,57,511,CLASS B,PL,18,DZI-92 ATILIUS,2,316079,5,NA,2016-12-20T04:11:13Z,gdynia,2016-12-20,51,Fishing,Gdynia,0,54.79614,18.42568,1048.0194324748043
54.79947,18.44576,83,247,511,NA,PL,18,WLA-32,2,316083,6,NA,2016-12-16T17:51:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79849,18.42962,1041.4310995592875
54.79561,18.84209,86,184,511,HEL,PL,24,JAS 76,2,316086,6,55,2016-12-16T16:21:02Z,gdansk,2016-12-16,51,Fishing,Gdańsk,0,54.79682,18.69658,9338.96361515426
54.44646,18.9902,92,230,230,GDYNIA,PL,19,ZAG 31,2,316093,5,NA,2016-12-17T15:13:01Z,gdansk,2016-12-17,51,Fishing,Gdańsk,0,54.4668,18.99775,2316.3540982858412
54.79731,18.42032,58,53,511,CLASS B,PL,15,KOL-148,2,316100,5,NA,2016-12-18T00:27:07Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.79916,18.44166,1384.8087307798676
54.79564,18.62986,100,191,511,WLADYSLAWOWO,PL,22,WLA 31,2,316106,6,NA,2016-12-18T17:17:02Z,gdansk,2016-12-18,51,Fishing,Gdańsk,0,54.79627,18.42453,13177.163663097255
54.76664,18.5554,87,297,511,NA,PL,26,WLA-207,2,316111,6,NA,2016-12-13T15:25:07Z,gdynia,2016-12-13,50,Fishing,Gdynia,0,54.76241,18.57099,1106.459518720823
54.79955,18.5135,81,264,267,WLADYSLAWOWO,PL,19,WLA-196,2,316117,5,NA,2016-12-17T16:21:07Z,gdynia,2016-12-17,51,Fishing,Gdynia,0,54.79899,18.43903,4779.100944644854
54.79833,18.477,53,202,203,NA,PL,19,DZI 85,2,316133,5,NA,2016-12-18T19:19:06Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.79667,18.42983,3032.637927535016
54.79922,18.76735,92,161,511,WLADYSLAWOWO,PL,24,WLA 60,2,316135,6,47,2016-12-18T16:57:02Z,gdansk,2016-12-18,51,Fishing,Gdańsk,0,54.79879,18.78897,1388.1768652142555
54.46761,18.64893,69,129,511,GDYNIA,PL,18,HYDROGRAF 10,3,316141,4,NA,2016-12-20T07:55:01Z,gdansk,2016-12-20,51,Tug,Gdańsk,0,54.47264,18.63902,851.188803343734
54.79979,18.44126,91,218,511,NA,PL,21,WLA 11,2,316150,5,NA,2016-12-16T17:09:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79811,18.42881,820.5125965522952
54.78913,18.59412,59,215,511,CLASS B,PL,10,CHA-10,9,316153,4,NA,2016-12-17T04:29:08Z,gdynia,2016-12-17,51,Pleasure,Gdynia,0,54.79719,18.42195,11086.079238047998
54.35765,18.67402,0,267,137,GDANSK,PL,59,SM-PRC-107,7,316156,10,1104,2016-12-14T20:07:02Z,gdansk,2016-12-14,50,Cargo,Gdańsk,1,54.35757,18.67409,9.996404718650881
54.79983,18.44707,70,234,238,NA,PL,15,WLA-39,2,316171,5,NA,2016-12-18T18:29:07Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.79922,18.49945,3361.857299875858
54.53333,18.59983,61,112,123,GDYNIA,PL,31,CENTAUR II,3,316174,11,210,2016-12-16T01:55:06Z,gdynia,2016-12-16,51,Tug,Gdynia,0,54.5355,18.56733,2113.002179055294
54.79723,18.4341,75,65,511,FISHING GROUNDS,PL,24,WLA182,2,316178,6,NA,2016-12-16T22:43:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79671,18.42289,721.7050109983692
54.79985,18.51362,56,264,268,WLA,PL,20,WLA-58,2,316187,5,NA,2016-12-18T18:19:06Z,gdynia,2016-12-18,51,Fishing,Gdynia,0,54.7969,18.43235,5225.490655634658
59.90487,30.08347,101,292,291,NLRTM VIA DENOK,LR,169,REINBEK,7,3162,27,15952,2016-12-13T20:17:04Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,0,59.90187,30.09799,876.6435368890665
54.54105,18.56006,0,28,511,NA,PL,30,K1,7,316201,6,NA,2016-12-14T02:29:07Z,gdynia,2016-12-14,50,Cargo,Gdynia,1,54.54105,18.56006,0
54.79661,18.72787,31,146,511,WLADYSLAWOWO,PL,17,WLA 80,2,316202,6,NA,2016-12-20T11:07:03Z,gdansk,2016-12-20,51,Fishing,Gdańsk,0,54.79767,18.43156,19015.386316974676
54.61981,18.88518,31,311,511,CLASS B,PL,15,KOL-110,3,316203,4,NA,2016-12-13T11:31:02Z,gdansk,2016-12-13,50,Tug,Gdańsk,0,54.61851,18.8991,908.8098189084818
54.68263,18.85677,81,291,511,WLA,PL,20,WLA-65,2,316212,6,NA,2016-12-13T13:47:01Z,gdansk,2016-12-13,50,Fishing,Gdańsk,0,54.67517,18.89062,2331.5073405447297
54.69701,18.67608,0,0,511,CLASS B,PL,14,ANNA MARIA,9,316232,4,NA,2016-12-17T09:03:01Z,gdansk,2016-12-17,51,Pleasure,Gdańsk,1,54.69707,18.67603,7.413352839245041
54.53438,18.99882,87,310,511,CLASS B,PL,21,WLA-67,2,316236,6,NA,2016-12-15T15:21:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.43056,18.99781,11557.388608071704
54.79809,18.42753,78,4,511,CLASS B,PL,15,KPT.WISNIEWSKI,2,316237,4,NA,2016-12-17T06:17:08Z,gdynia,2016-12-17,51,Fishing,Gdynia,0,54.79715,18.42188,377.3698173004061
